,Highest Offense Description,Family Violence,Occurred Date,Location Type,Zip Code,Latitude,Longitude
913452,FAMILY DISTURBANCE,N,2020-03-15,RESIDENCE / HOME,78741,30.22008416,-97.70429429
913455,THEFT,N,2021-10-30,COMMERCIAL / OFFICE BUILDING,78753,30.41525799,-97.67013132
913488,BURGLARY OF VEHICLE,N,2021-09-16,PARKING /DROP LOT/ GARAGE,78741,30.23178857,-97.71888757
913496,THEFT,N,2019-11-06,RESIDENCE / HOME,78739,30.1786941,-97.91610981
913502,CRIMINAL MISCHIEF,N,2021-06-17,RESIDENCE / HOME,78704,30.2253837,-97.75214159
913505,BURGLARY OF VEHICLE,N,2020-09-12,PARKING /DROP LOT/ GARAGE,78741,30.22600126,-97.7424083
913507,THEFT,N,2019-06-07,SHOPPING MALL,78613,30.4705168,-97.80651783
913534,FAMILY DISTURBANCE,N,2019-06-28,RESIDENCE / HOME,78758,30.36926216,-97.69510501
913568,FAMILY DISTURBANCE,N,2021-01-13,RESIDENCE / HOME,78751,30.32057395,-97.7275968
913570,FAMILY DISTURBANCE,N,2020-05-03,RESIDENCE / HOME,78704,30.24200034,-97.7568829
913596,THEFT,N,2021-09-13,OTHER / UNKNOWN,78747,30.15519336,-97.78551536
913617,BURGLARY OF VEHICLE,N,2020-06-07,PARKING /DROP LOT/ GARAGE,78751,30.30933451,-97.73185631
913636,BURGLARY OF VEHICLE,N,2019-05-29,COMMERCIAL / OFFICE BUILDING,78704,30.23654531,-97.75750989
913663,CRIMINAL MISCHIEF,N,2021-10-25,PARKING /DROP LOT/ GARAGE,78723,30.30552185,-97.66162478
913668,CRIMINAL MISCHIEF,N,2019-05-17,PARKING /DROP LOT/ GARAGE,78758,30.37378569,-97.7126399
913704,BURGLARY OF VEHICLE,N,2020-07-05,PARKING /DROP LOT/ GARAGE,78704,30.23571508,-97.74076035
913821,THEFT,N,2020-09-30,OTHER / UNKNOWN,78723,30.31990868,-97.70430715
913835,BURGLARY OF VEHICLE,N,2020-03-02,RESIDENCE / HOME,78741,30.22757514,-97.71082072
913849,FAMILY DISTURBANCE,N,2020-10-11,RESIDENCE / HOME,78745,30.20067456,-97.77253731
913852,FAMILY DISTURBANCE,N,2020-03-12,RESIDENCE / HOME,78753,30.39110007,-97.66094762
913857,THEFT,N,2019-12-01,RESIDENCE / HOME,78721,30.25660585,-97.68811477
913870,FAMILY DISTURBANCE,N,2019-08-24,RESIDENCE / HOME,78753,30.36257388,-97.69660737
913874,FAMILY DISTURBANCE,N,2021-10-25,RESIDENCE / HOME,78745,30.20253426,-97.82944089
913896,FAMILY DISTURBANCE,N,2021-08-28,RESIDENCE / HOME,78723,30.2988068,-97.69488518
913908,CRIMINAL MISCHIEF,N,2021-01-30,DEPARTMENT / DISCOUNT STORE,78744,30.1683339,-97.78259876
913957,THEFT,N,2021-01-30,COMMUNITY CENTER,78751,30.31661022,-97.71475069
913962,CRIMINAL MISCHIEF,N,2021-05-23,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78730,30.35243454,-97.79550852
913976,THEFT,N,2019-10-17,HOTEL / MOTEL / ETC.,78729,30.43815984,-97.77599358
913990,THEFT,N,2020-08-02,COMMERCIAL / OFFICE BUILDING,78735,30.24267237,-97.81697766
914025,FAMILY DISTURBANCE,N,2021-01-01,RESIDENCE / HOME,78744,30.18371609,-97.76621523
914043,BURGLARY OF VEHICLE,N,2019-12-10,RESIDENCE / HOME,78759,30.39003535,-97.75857435
914046,BURGLARY OF VEHICLE,N,2019-03-24,RESIDENCE / HOME,78722,30.28585038,-97.71893493
914074,FAMILY DISTURBANCE,N,2020-09-19,RESIDENCE / HOME,78721,30.27185663,-97.69304878
914081,THEFT,N,2020-09-26,RESIDENCE / HOME,78753,30.37404344,-97.66497616
914088,THEFT,N,2021-02-06,RESIDENCE / HOME,78749,30.22086455,-97.83308588
914157,BURGLARY OF VEHICLE,N,2019-08-09,RESIDENCE / HOME,78727,30.42241729,-97.69449745
914182,BURGLARY OF VEHICLE,N,2019-07-30,PARKING /DROP LOT/ GARAGE,78741,30.24518463,-97.73032488
914183,CRIMINAL MISCHIEF,N,2019-07-30,RESIDENCE / HOME,78757,30.35185236,-97.74355011
914188,BURGLARY OF VEHICLE,N,2019-08-15,PARKING /DROP LOT/ GARAGE,78741,30.22507098,-97.7303032
914228,THEFT,N,2019-04-14,DEPARTMENT / DISCOUNT STORE,78753,30.33915243,-97.69116575
914241,THEFT,N,2020-01-18,RESIDENCE / HOME,78750,30.4568032,-97.80300117
914260,THEFT,N,2021-05-05,COMMERCIAL / OFFICE BUILDING,78744,30.1683339,-97.78259876
914272,FAMILY DISTURBANCE,N,2021-01-01,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.32055701,-97.69984793
914291,FAMILY DISTURBANCE,N,2019-02-01,RESIDENCE / HOME,78753,30.34949994,-97.69667299
914317,FAMILY DISTURBANCE,N,2020-03-21,RESIDENCE / HOME,78748,30.16927229,-97.80063176
914319,THEFT,N,2019-12-06,GROCERY / SUPERMARKET,78727,30.4414522,-97.7425389
914350,CRIMINAL MISCHIEF,N,2019-02-17,RESIDENCE / HOME,78752,30.32925327,-97.69127198
914368,CRIMINAL MISCHIEF,N,2021-07-15,COMMERCIAL / OFFICE BUILDING,78754,30.33703372,-97.66297484
914382,FAMILY DISTURBANCE,N,2019-02-21,RESIDENCE / HOME,78757,30.35354361,-97.71765513
914386,CRIMINAL MISCHIEF,N,2019-05-23,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26533402,-97.74664086
914425,BURGLARY OF VEHICLE,N,2019-10-26,PARKING /DROP LOT/ GARAGE,78701,30.26713595,-97.74190005
914429,FAMILY DISTURBANCE,N,2021-04-20,RESIDENCE / HOME,78704,30.23254919,-97.77687074
914434,BURGLARY OF VEHICLE,N,2019-02-04,PARKING /DROP LOT/ GARAGE,78723,30.29948141,-97.70804903
914453,FAMILY DISTURBANCE,N,2019-04-27,RESIDENCE / HOME,78729,30.44803913,-97.77213478
914477,FAMILY DISTURBANCE,N,2021-05-11,RESIDENCE / HOME,78660,30.43203385,-97.66912818
914493,THEFT,N,2019-10-31,COMMERCIAL / OFFICE BUILDING,78704,30.23731064,-97.79502108
914513,BURGLARY OF VEHICLE,N,2020-09-06,RESIDENCE / HOME,78759,30.42581329,-97.77060218
914541,FAMILY DISTURBANCE,N,2019-09-26,RESIDENCE / HOME,78745,30.21677144,-97.78366945
914562,CRIMINAL MISCHIEF,N,2019-05-20,PARKING /DROP LOT/ GARAGE,78745,30.2267417,-97.80352388
914568,THEFT,N,2020-05-01,BANK / SAVINGS & LOAN,78741,30.2194379,-97.7434426
914585,FAMILY DISTURBANCE,N,2020-12-08,RESIDENCE / HOME,78741,30.23146495,-97.72122433
914670,BURGLARY OF VEHICLE,N,2019-10-09,RESIDENCE / HOME,78754,30.3821216,-97.65087687
914708,FAMILY DISTURBANCE,N,2019-02-19,RESIDENCE / HOME,78754,30.36189669,-97.65463641
914721,BURGLARY OF VEHICLE,N,2019-01-16,PARKING /DROP LOT/ GARAGE,78747,30.1224506,-97.80266498
914724,CRIMINAL MISCHIEF,N,2019-04-16,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,78705,30.28554457,-97.74247381
914726,FAMILY DISTURBANCE,N,2020-06-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26584235,-97.73859205
914738,BURGLARY OF VEHICLE,N,2020-12-02,HOTEL / MOTEL / ETC.,78704,30.25854609,-97.74677202
914778,THEFT,N,2020-12-03,AIR / BUS / TRAIN TERMINAL,78758,30.37350559,-97.72629346
914783,THEFT,N,2020-07-26,OTHER / UNKNOWN,78726,30.42818778,-97.83863174
914792,THEFT,N,2020-09-05,RESIDENCE / HOME,78723,30.32023888,-97.70136566
914813,FAMILY DISTURBANCE,N,2021-10-19,RESIDENCE / HOME,78745,30.21690589,-97.7822725
914820,CRIMINAL MISCHIEF,N,2019-11-09,RESIDENCE / HOME,78702,30.27515598,-97.70101677
914867,CRIMINAL MISCHIEF,N,2021-05-14,RESTAURANT,78759,30.40402875,-97.74529609
914868,FAMILY DISTURBANCE,N,2020-11-12,RESIDENCE / HOME,78745,30.20344325,-97.80920017
914880,FAMILY DISTURBANCE,N,2021-11-21,RESIDENCE / HOME,78741,30.23433699,-97.71398508
914890,THEFT,N,2019-10-12,PARK / PLAYGROUND,78746,30.26776379,-97.76790612
914901,THEFT,N,2019-07-26,SPECIALTY  STORE,78754,30.32977976,-97.65276969
914928,BURGLARY OF VEHICLE,N,2019-09-06,PARKING /DROP LOT/ GARAGE,78753,30.39665922,-97.66375058
914946,FAMILY DISTURBANCE,N,2019-03-16,RESIDENCE / HOME,78744,30.20134899,-97.75420544
915033,FAMILY DISTURBANCE,N,2020-08-17,RESIDENCE / HOME,78752,30.33329013,-97.6973855
915034,BURGLARY OF VEHICLE,N,2019-02-12,PARKING /DROP LOT/ GARAGE,78704,30.24227749,-97.78296434
915045,BURGLARY OF VEHICLE,N,2020-11-20,RESIDENCE / HOME,78741,30.23364383,-97.73071195
915070,THEFT,N,2021-11-20,RESIDENCE / HOME,78731,30.3597184,-97.76049686
915098,FAMILY DISTURBANCE,N,2021-02-27,RESIDENCE / HOME,78753,30.39295402,-97.67684845
915152,FAMILY DISTURBANCE,N,2020-04-23,RESIDENCE / HOME,78705,30.29960123,-97.73389997
915162,FAMILY DISTURBANCE,N,2020-05-26,RESIDENCE / HOME,78756,30.32592164,-97.74243899
915172,CRIMINAL MISCHIEF,N,2019-06-02,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26814826,-97.74286145
915198,CRIMINAL MISCHIEF,N,2019-01-05,RESIDENCE / HOME,78702,30.27394359,-97.71338889
915208,BURGLARY OF VEHICLE,N,2019-05-28,PARKING /DROP LOT/ GARAGE,78758,30.40168382,-97.72673719
915211,BURGLARY OF VEHICLE,N,2019-02-15,RESIDENCE / HOME,78705,30.29188705,-97.7231007
915250,CRIMINAL MISCHIEF,N,2019-01-06,RESIDENCE / HOME,78745,30.20104836,-97.77844523
915317,BURGLARY OF VEHICLE,N,2019-10-14,RESIDENCE / HOME,78744,30.15957491,-97.77587971
915355,CRIMINAL MISCHIEF,N,2019-06-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78739,30.19137444,-97.87231829
915415,FAMILY DISTURBANCE,N,2021-06-27,PARKING /DROP LOT/ GARAGE,78704,30.22799198,-97.76162416
915416,CRIMINAL MISCHIEF,N,2020-10-20,PARKING /DROP LOT/ GARAGE,78745,30.22196397,-97.79266279
915445,BURGLARY OF VEHICLE,N,2020-08-03,PARKING /DROP LOT/ GARAGE,78758,30.39837174,-97.72156621
915489,FAMILY DISTURBANCE,N,2020-04-23,RESIDENCE / HOME,78729,30.44712692,-97.77645715
915500,FAMILY DISTURBANCE,N,2020-08-08,RESIDENCE / HOME,78748,30.17745279,-97.82822631
915501,BURGLARY OF VEHICLE,N,2019-01-24,PARKING /DROP LOT/ GARAGE,78704,30.24227749,-97.78296434
915523,BURGLARY OF VEHICLE,N,2019-07-21,PARKING /DROP LOT/ GARAGE,78727,30.43908408,-97.74853821
915533,BURGLARY OF VEHICLE,N,2021-03-03,RESIDENCE / HOME,78759,30.3868972,-97.75487662
915604,CRIMINAL MISCHIEF,N,2020-04-17,PARKING /DROP LOT/ GARAGE,78758,30.36019362,-97.70458869
915628,CRIMINAL MISCHIEF,N,2019-03-05,RESIDENCE / HOME,78757,30.34520066,-97.74866285
915630,THEFT,N,2020-01-11,DEPARTMENT / DISCOUNT STORE,78723,30.30914097,-97.70900348
915668,FAMILY DISTURBANCE,N,2020-11-25,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.23203574,-97.79433622
915672,FAMILY DISTURBANCE,N,2019-09-05,RESIDENCE / HOME,78741,30.22771827,-97.70117264
915681,BURGLARY OF VEHICLE,N,2021-09-07,RESIDENCE / HOME,78759,30.39962894,-97.74997358
915686,BURGLARY OF VEHICLE,N,2020-05-08,PARKING /DROP LOT/ GARAGE,78704,30.25571158,-97.7625396
915697,FAMILY DISTURBANCE,N,2021-10-07,RESIDENCE / HOME,78756,30.32616109,-97.73361558
915714,FAMILY DISTURBANCE,N,2020-09-21,RESIDENCE / HOME,78744,30.18038398,-97.7577882
915751,BURGLARY OF VEHICLE,N,2021-11-28,PARKING /DROP LOT/ GARAGE,78731,30.37925865,-97.77668328
915790,BURGLARY OF VEHICLE,N,2019-09-07,PARKING /DROP LOT/ GARAGE,78758,30.38924864,-97.70083659
915826,THEFT,N,2019-03-19,COMMERCIAL / OFFICE BUILDING,78744,30.18028632,-97.74775889
915866,FAMILY DISTURBANCE,N,2020-06-14,RESIDENCE / HOME,78744,30.18669213,-97.75814558
915908,THEFT,N,2021-02-12,RESIDENCE / HOME,78741,30.22943519,-97.72203304
915930,THEFT,N,2020-02-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.26172952,-97.77422879
915968,BURGLARY OF VEHICLE,N,2019-03-13,RESIDENCE / HOME,78748,30.16104246,-97.79919214
915984,THEFT,N,2021-01-13,OTHER / UNKNOWN,78745,30.21335488,-97.76944612
916006,CRIMINAL MISCHIEF,N,2020-07-08,RESTAURANT,78745,30.20866877,-97.78089409
916029,FAMILY DISTURBANCE,N,2021-10-11,RESIDENCE / HOME,78758,30.39353613,-97.72559956
916081,BURGLARY OF VEHICLE,N,2019-05-07,PARKING /DROP LOT/ GARAGE,78730,30.32737863,-97.83963403
916139,CRIMINAL MISCHIEF,N,2020-11-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26725054,-97.74702676
916145,FAMILY DISTURBANCE,N,2020-10-04,RESIDENCE / HOME,78753,30.36510574,-97.67456428
916163,CRIMINAL MISCHIEF,N,2019-06-15,OTHER / UNKNOWN,78758,30.37975063,-97.70052171
916165,THEFT,N,2020-04-20,RESIDENCE / HOME,78617,30.16706921,-97.62829519
916206,BURGLARY OF VEHICLE,N,2020-01-30,RESIDENCE / HOME,78752,30.33522929,-97.70798309
916216,THEFT,N,2021-03-20,CONSTRUCTION SITE,78753,30.403147,-97.67791293
916239,THEFT,N,2019-11-17,RESTAURANT,78758,30.39226803,-97.70671552
916241,CRIMINAL MISCHIEF,N,2019-12-05,RESIDENCE / HOME,78759,30.42980426,-97.76607175
916260,THEFT,N,2019-07-14,RESIDENCE / HOME,78741,30.21518688,-97.70059891
916309,THEFT,N,2019-06-01,OTHER / UNKNOWN,78704,30.23370295,-97.79380778
916352,THEFT,N,2021-01-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26613118,-97.73968058
916357,BURGLARY OF VEHICLE,N,2021-09-28,PARKING /DROP LOT/ GARAGE,78749,30.21629693,-97.84115901
916414,BURGLARY OF VEHICLE,N,2019-11-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.24945028,-97.751248
916469,FAMILY DISTURBANCE,N,2021-08-17,RESIDENCE / HOME,78748,30.17503913,-97.82912455
916476,BURGLARY OF VEHICLE,N,2019-05-04,PARKING /DROP LOT/ GARAGE,78752,30.33595925,-97.70240168
916483,FAMILY DISTURBANCE,N,2019-10-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.24868508,-97.73598024
916517,FAMILY DISTURBANCE,N,2019-06-07,RESIDENCE / HOME,78741,30.24021085,-97.69010967
916531,BURGLARY OF VEHICLE,N,2019-06-28,PARKING /DROP LOT/ GARAGE,78758,30.38119531,-97.72438524
916552,THEFT,N,2021-11-23,RESIDENCE / HOME,78741,30.21811785,-97.72690883
916572,FAMILY DISTURBANCE,N,2019-05-31,RESIDENCE / HOME,78758,30.37378569,-97.7126399
916576,FAMILY DISTURBANCE,N,2020-02-29,RESIDENCE / HOME,78723,30.30213309,-97.68094592
916660,FAMILY DISTURBANCE,N,2021-07-11,RESIDENCE / HOME,78724,30.296747,-97.62618194
916665,BURGLARY OF VEHICLE,N,2021-05-23,CONVENIENCE STORE,78724,30.28036273,-97.64590895
916695,BURGLARY OF VEHICLE,N,2020-07-31,RESIDENCE / HOME,78701,30.26529381,-97.74628391
916761,THEFT,N,2020-02-24,RESIDENCE / HOME,78723,30.3157987,-97.66922437
916773,FAMILY DISTURBANCE,N,2019-06-08,RESIDENCE / HOME,78741,30.22935829,-97.72771085
916780,BURGLARY OF VEHICLE,N,2019-01-04,RESIDENCE / HOME,78753,30.36617672,-97.68631794
916787,FAMILY DISTURBANCE,N,2021-12-21,RESIDENCE / HOME,78753,30.34949994,-97.69667299
916804,CRIMINAL MISCHIEF,N,2019-04-14,COMMERCIAL / OFFICE BUILDING,78748,30.16447299,-97.82858174
916825,FAMILY DISTURBANCE,N,2019-01-09,RESIDENCE / HOME,78758,30.37117004,-97.71587022
916877,THEFT,N,2019-09-28,RESTAURANT,78701,30.26386602,-97.7379703
916960,FAMILY DISTURBANCE,N,2021-08-19,RESIDENCE / HOME,78617,30.17801883,-97.61830811
917021,THEFT,N,2020-07-08,SCHOOL - ELEMENTARY / SECONDARY,78729,30.453653,-97.77091572
917100,THEFT,N,2020-12-02,RESIDENCE / HOME,78741,30.23310353,-97.71944111
917163,FAMILY DISTURBANCE,N,2021-08-10,RESIDENCE / HOME,78753,30.36069297,-97.6818157
917213,FAMILY DISTURBANCE,N,2020-07-04,RESIDENCE / HOME,78744,30.19299708,-97.76505365
917245,THEFT,N,2021-07-26,OTHER / UNKNOWN,78744,30.16641189,-97.78441565
917318,THEFT,N,2021-02-11,RESIDENCE / HOME,78744,30.17654144,-97.77877028
917325,FAMILY DISTURBANCE,N,2019-06-22,RESIDENCE / HOME,78724,30.30663468,-97.63923384
917378,CRIMINAL MISCHIEF,N,2021-03-06,OTHER / UNKNOWN,78748,30.17413407,-97.83347508
917396,FAMILY DISTURBANCE,N,2019-09-15,RESIDENCE / HOME,78754,30.3805642,-97.65216055
917430,FAMILY DISTURBANCE,N,2019-09-22,RESIDENCE / HOME,78717,30.50635528,-97.75827554
917459,FAMILY DISTURBANCE,N,2019-04-16,PARKING /DROP LOT/ GARAGE,78735,30.24881689,-97.85964342
917461,CRIMINAL MISCHIEF,N,2019-11-17,SERVICE/ GAS STATION,78741,30.2301769,-97.73117912
917469,FAMILY DISTURBANCE,N,2021-10-16,HOTEL / MOTEL / ETC.,78701,30.26813608,-97.74171477
917497,THEFT,N,2020-03-12,RESTAURANT,78744,30.1790126,-97.74665336
917507,CRIMINAL MISCHIEF,N,2021-08-10,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.28424407,-97.75722895
917527,CRIMINAL MISCHIEF,N,2020-03-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78751,30.30550636,-97.72740456
917547,CRIMINAL MISCHIEF,N,2019-08-24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78750,30.42375405,-97.79555392
917558,THEFT,N,2020-08-17,AIR / BUS / TRAIN TERMINAL,78719,30.20200809,-97.6668813
917569,BURGLARY OF VEHICLE,N,2019-05-28,RESIDENCE / HOME,78705,30.29919093,-97.73089361
917587,BURGLARY OF VEHICLE,N,2019-03-12,PARKING /DROP LOT/ GARAGE,78752,30.33818428,-97.70199855
917608,THEFT,N,2019-07-17,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78723,30.30349787,-97.70621545
917639,THEFT,N,2021-09-08,RESTAURANT,78751,30.31585049,-97.71849301
917641,BURGLARY OF VEHICLE,N,2020-03-12,RESIDENCE / HOME,78745,30.19060993,-97.81979939
917653,BURGLARY OF VEHICLE,N,2020-08-17,PARKING /DROP LOT/ GARAGE,78753,30.41019764,-97.67837875
917689,BURGLARY OF VEHICLE,N,2021-05-24,PARKING /DROP LOT/ GARAGE,78759,30.38514788,-97.73850323
917717,BURGLARY OF VEHICLE,N,2019-12-26,RESIDENCE / HOME,78727,30.42642376,-97.69271837
917727,FAMILY DISTURBANCE,N,2021-04-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.20541172,-97.75833052
917738,FAMILY DISTURBANCE,N,2019-02-24,RESIDENCE / HOME,78723,30.30714138,-97.66939998
917743,BURGLARY OF VEHICLE,N,2020-06-26,OTHER / UNKNOWN,78756,30.32006001,-97.74118246
917765,FAMILY DISTURBANCE,N,2020-07-01,RESIDENCE / HOME,78753,30.39295402,-97.67684845
917783,BURGLARY OF VEHICLE,N,2020-03-12,PARKING /DROP LOT/ GARAGE,78753,30.41933094,-97.67223392
917813,CRIMINAL MISCHIEF,N,2019-03-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27299085,-97.7371166
917835,BURGLARY OF VEHICLE,N,2019-07-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78750,30.37927217,-97.7768098
917844,BURGLARY OF VEHICLE,N,2019-08-28,PARKING /DROP LOT/ GARAGE,78753,30.39588717,-97.67969927
917845,FAMILY DISTURBANCE,N,2020-03-08,RESIDENCE / HOME,78745,30.20904377,-97.78978854
917920,FAMILY DISTURBANCE,N,2019-11-21,RESIDENCE / HOME,78745,30.19851016,-97.77818623
917943,THEFT,N,2020-01-05,RESIDENCE / HOME,78741,30.23958468,-97.73098897
917948,BURGLARY OF VEHICLE,N,2020-01-15,RESIDENCE / HOME,78702,30.26750786,-97.69810429
917950,BURGLARY OF VEHICLE,N,2021-02-20,RESIDENCE / HOME,78759,30.43084475,-97.76762779
917956,FAMILY DISTURBANCE,N,2021-08-31,RESIDENCE / HOME,78741,30.23256094,-97.73196691
917979,CRIMINAL MISCHIEF,N,2021-03-26,RESIDENCE / HOME,78729,30.44338098,-97.77645813
918043,CRIMINAL MISCHIEF,N,2019-06-29,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26653365,-97.74843693
918050,BURGLARY OF VEHICLE,N,2020-12-28,PARKING /DROP LOT/ GARAGE,78741,30.24518463,-97.73032488
918053,BURGLARY OF VEHICLE,N,2021-10-08,RESIDENCE / HOME,78727,30.42556166,-97.72155621
918067,BURGLARY OF VEHICLE,N,2020-08-03,PARKING /DROP LOT/ GARAGE,78701,30.25839263,-97.73904571
918081,CRIMINAL MISCHIEF,N,2019-02-23,RESIDENCE / HOME,78758,30.35311511,-97.70718548
918179,BURGLARY OF VEHICLE,N,2019-05-14,COMMERCIAL / OFFICE BUILDING,78613,30.47379614,-97.80237703
918197,BURGLARY OF VEHICLE,N,2021-08-26,RESIDENCE / HOME,78752,30.32970818,-97.70028299
918215,FAMILY DISTURBANCE,N,2021-02-22,RESIDENCE / HOME,78745,30.20169812,-97.83690334
918216,FAMILY DISTURBANCE,N,2021-06-17,RESIDENCE / HOME,78753,30.34664576,-97.69657342
918226,FAMILY DISTURBANCE,N,2021-05-14,RESIDENCE / HOME,78613,30.4737546,-97.81074807
918245,CRIMINAL MISCHIEF,N,2021-03-31,OTHER / UNKNOWN,78753,30.3806415,-97.68367809
918252,FAMILY DISTURBANCE,N,2020-10-05,RESIDENCE / HOME,78721,30.27085307,-97.69266431
918262,THEFT,N,2021-03-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78752,30.32182691,-97.71000582
918297,BURGLARY OF VEHICLE,N,2019-06-09,PARKING /DROP LOT/ GARAGE,78741,30.23256094,-97.73196691
918312,THEFT,N,2020-08-11,FARM FACILITY,78747,30.13862328,-97.76065381
918326,THEFT,N,2019-07-08,RESIDENCE / HOME,78731,30.35562397,-97.75574434
918335,FAMILY DISTURBANCE,N,2021-05-25,RESIDENCE / HOME,78758,30.36926216,-97.69510501
918371,FAMILY DISTURBANCE,N,2019-07-17,RESIDENCE / HOME,78751,30.32164222,-97.72751723
918386,FAMILY DISTURBANCE,N,2019-06-01,RESIDENCE / HOME,78702,30.28073402,-97.7045153
918428,BURGLARY OF VEHICLE,N,2019-07-25,PARKING /DROP LOT/ GARAGE,78704,30.26438022,-97.76402921
918429,THEFT,N,2020-11-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.36629814,-97.69809144
918467,CRIMINAL MISCHIEF,N,2019-01-27,RESIDENCE / HOME,78754,30.33058548,-97.67614971
918480,BURGLARY OF VEHICLE,N,2019-06-09,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78731,30.32104847,-97.77354003
918482,CRIMINAL MISCHIEF,N,2020-03-25,OTHER / UNKNOWN,78757,30.35181677,-97.7330922
918503,BURGLARY OF VEHICLE,N,2021-04-22,RESIDENCE / HOME,78758,30.40977797,-97.69537019
918533,CRIMINAL MISCHIEF,N,2020-05-14,RESIDENCE / HOME,78759,30.36920167,-97.74519033
918568,THEFT,N,2019-08-16,OTHER / UNKNOWN,78758,30.39665644,-97.72323395
918627,FAMILY DISTURBANCE,N,2021-10-23,HOTEL / MOTEL / ETC.,78701,30.26438581,-97.74340598
918632,FAMILY DISTURBANCE,N,2020-06-18,RESIDENCE / HOME,78753,30.34970608,-97.71021168
918648,FAMILY DISTURBANCE,N,2020-05-22,RESIDENCE / HOME,78735,30.24991247,-97.85898178
918668,THEFT,N,2019-10-22,SERVICE/ GAS STATION,78728,30.42502978,-97.67210197
918669,THEFT,N,2020-12-05,RESIDENCE / HOME,78727,30.4340385,-97.69520764
918713,FAMILY DISTURBANCE,N,2021-02-15,RESIDENCE / HOME,78751,30.30652692,-97.7137849
918757,FAMILY DISTURBANCE,N,2019-02-13,RESIDENCE / HOME,78750,30.45475017,-97.80558843
918802,THEFT,N,2019-09-25,RESIDENCE / HOME,78701,30.27338411,-97.74704305
918833,THEFT,N,2019-10-11,BAR / NIGHTCLUB,78701,30.26752638,-97.73971914
918838,BURGLARY OF VEHICLE,N,2019-07-12,PARKING /DROP LOT/ GARAGE,78704,30.22753716,-97.77489407
918886,THEFT,N,2019-07-24,DEPARTMENT / DISCOUNT STORE,78729,30.46793555,-97.79250733
918899,BURGLARY OF VEHICLE,N,2021-04-25,HOTEL / MOTEL / ETC.,78613,30.47480212,-97.80248396
918913,BURGLARY OF VEHICLE,N,2019-11-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78749,30.22851053,-97.83394261
918959,CRIMINAL MISCHIEF,N,2019-08-09,COMMERCIAL / OFFICE BUILDING,78754,30.3805642,-97.65216055
918969,BURGLARY OF VEHICLE,N,2019-09-27,PARKING /DROP LOT/ GARAGE,78750,30.39664939,-97.82660157
918985,THEFT,N,2019-01-20,BAR / NIGHTCLUB,78701,30.26678659,-97.73917819
919010,THEFT,N,2019-10-17,OTHER / UNKNOWN,78701,30.2679761,-97.73761583
919249,FAMILY DISTURBANCE,N,2019-01-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78757,30.35275772,-97.7148603
919255,FAMILY DISTURBANCE,N,2019-07-03,RESIDENCE / HOME,78723,30.30552185,-97.66162478
919353,BURGLARY OF VEHICLE,N,2020-06-19,RESIDENCE / HOME,78747,30.1498068,-97.74704884
919400,BURGLARY OF VEHICLE,N,2019-05-25,PARKING /DROP LOT/ GARAGE,78741,30.23452028,-97.72850281
919420,BURGLARY OF VEHICLE,N,2020-03-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78751,30.3098059,-97.73028401
919446,THEFT,N,2019-10-07,OTHER / UNKNOWN,78745,30.22614806,-97.78274416
919463,FAMILY DISTURBANCE,N,2021-05-07,RESIDENCE / HOME,78727,30.44046982,-97.74483168
919468,CRIMINAL MISCHIEF,N,2019-09-30,PARKING /DROP LOT/ GARAGE,78701,30.26628759,-97.73586154
919484,THEFT,N,2020-06-08,RESIDENCE / HOME,78747,30.15500069,-97.74031755
919493,CRIMINAL MISCHIEF,N,2021-01-16,PARKING /DROP LOT/ GARAGE,78721,30.27877743,-97.67195099
919496,FAMILY DISTURBANCE,N,2021-08-08,RESIDENCE / HOME,78723,30.30755468,-97.67805181
